text,HS,RS,MS
mipalabrafavorita varios graciaspor favor gonorrea último uso,1,0,0
levantar vez cama salir gonorrea dentro comer mierda hptasbuena noche jaja,1,0,0
negro hijueputaaa tronco emoji cara cabreado emoji,1,1,0
ser gonorrea tú salida hpta,1,0,0
usuario usuario trellez ofensa raza negro cultura rastafari alma negro doméstico,1,1,0
usuario causar mucho impresión pierna morada gonorrea,1,0,0
gonorrea emoji carar náusea emoji emoji carar náusea emoji,1,0,0
usuario usuario usuario ahora ir llenar nich bueno hacer hacer rato,1,1,0
usuario usuario preguntar si coronavirus malo mata congresista seguir cuarentena,1,0,0
gonorrea morir así,1,0,0
usuario marido si aguantado gonorrea viejo tanto hp,1,0,0
usuario usuario si aida ofrecer reconpensa cuanto bandida jefe url,1,0,1
salud gonorrea robar candela,1,0,0
poner ver chat amiga hablar poder ir dormir llorar gonorrea vivir,1,0,0
jaja gonorrea carlos bacaa salir hablar pékerman tiempo después salir dirección,1,0,0
gonorrea sapo hpta parchis odiar rato,1,0,0
gonorrea hacer cambio llegar comentario crítica instante,1,0,0
merecer decir negro hpta,1,1,0
decir andrea duerman gonorreas emoji mano saludar tono piel claro medio emoji,1,0,0
usuario usuario ganar mano emoji cara mano boca emoji emoji cara mano boca emoji emoji cara mano boca emoji además ladrona,1,0,1
ah gonorrea vivir sentir,1,0,0
hombre bello gustar méxico gonorrea haha,1,0,0
usuario dar náusea ver vídeo gonorreaaa,1,0,0
usuario pues policía razón negro hp,1,1,0
usuario favorita combinado gonorrea,1,0,0
usuario cierre contar viejo hijueputa,1,0,1
usuario jaja uyy poderoso chupelo gonorrea,1,0,0
jugar gonorreasjaja,1,0,0
gonorrea buen,1,0,0
gonorrea juego parchis odio,1,0,0
gonorrea trasnochar esperar mensaje jamás ir llegar,1,0,0
ñero gonorrea necesitar dormir sueño,1,0,0
uy gonorrea decepción,1,0,0
momento odio gonorreaa,1,0,0
mipalabrafavorita gonorreo,1,0,0
mipalabrafavorita gonorrea literal uso jagir,1,0,0
usuario usuario usuario usuario usuario usuario ahí si hablás gonorrea,1,0,0
gonorrea álbum usuario emoji fuego emoji emoji fuego emoji emoji fuego emoji,1,0,0
buen día despierto noque gonorrea alteración sueño emoji cara favor emoji,1,0,0
usuario nea normal siempre pasar pirobo pirobar medio,1,0,1
dormir solo hora estudiar parcial posponer dentro 15 día emoji carar ojo blanco emoji gonorrea,1,0,0
mentiraaa gonorreas malagradecido,1,0,0
usuario jaja valer mondá pagar bien él emoji cara mano boca emoji,1,0,0
usuario usuario usuario usuario usuario usuario viejo triple,1,0,1
chino volver él negro jaja,1,1,0
piroba bloquear desbloqueo estúpido mejor ver criar,1,0,1
entender porqué tanto impulsivo gonorrea papá pelear banco,1,0,0
resaca gonorreo volver tomar,1,0,0
emoji cara neutral emoji gonorrea historia,1,0,0
negro hp tanto mentirosoinfiltrado pagado asqueroso izquierda desprestigiar fuerza público,1,1,0
gonorreaaa man emoji cara llorar fuerte emoji,1,0,0
bandido papá abandonar ome piroba jaja,1,0,1
abrir debatepuede negro decir claro,1,1,0
cuándo ridículo usuario malparido así lastimosamente,1,0,1
persona chimba momento gonorrea,1,0,0
jaja gonorreavirus url,1,0,0
recoger firma sacar él urgente emoji tono piel medio emoji areperar ladrona servir,1,0,1
recoger firma sacar él servir invertida inepto ladrona,1,0,1
usuario juego gonorrea,1,0,0
persona odio sapo hpta uribe gonorreas quitar bloqueo parchis emoji cara enfadado emoji emoji cara llorar risa emoji,1,0,0
usuario gonorrea chisme tanto caremonda echeee amo isa emoji corazón azul emoji,1,0,0
gonorrea valdiri decir tanto triste tanto real si uds di emoji cara favor emoji,1,0,0
ischh gonorrea jaja,1,0,0
gonorrea próximo,1,0,0
usuario usuario perra hijueputa,1,0,1
negro gran hpta nunca caíste bien ahora menos nose hacer boca deberíar jugar equipo prisión,1,1,0
usuario catre hijueputas gonorrea delincuente cabecilla banda criminal llamado secta religioso mierdaaa,1,0,0
despertar casual ver nopor sección juan dios pantoja gonorreas,1,0,0
perra malparido zorra hijueputa,1,0,1
saber fútbol si capaz poner argentino decir gonorrea deber tener razón,1,0,0
ser gonorrea vida meter él marido hermana mamá así mor,1,0,0
ah gonorrea pagar arreir usar él emoji caro expresión emoji,1,0,0
usuario negro hijueputa,1,1,0
odio clase virtual gonorreaaa,1,0,0
odio clase virtual gonorrea,1,0,0
tanto loco piroba ver todo historia instagram nisiquiera seguir auxilio,1,0,1
duro coger él fastidio alguien importante vida ihss gonorrea emoji cara favor emoji emoji caro confusión emoji,1,0,0
usuario uno gonorrea cachón mal polvo picho muerto valer reverendir,1,0,0
título gonorrea poner usted solito,1,0,0
gonorrea ambos cachón mal polvo picho muerto,1,0,0
aburrido ver documental gonorrea,1,0,0
hermana andrea valdiri tras cule fantasmona maluca malparido,1,0,1
tanto gonorreo envíar grupo clase,1,0,0
usuario diablo señorito,1,0,0
anoche gonorrea pesadillar,1,0,0
usuario perra hijueputa uribista ver cosa,1,0,1
usuario nojodaaa masss teta hinchá emoji cara ojo blanco emoji emoji carar ojo blanco emoji emoji carar ojo blanco emoji,1,0,0
jaja mejor malparido creer ignorante maldito infeliz,1,0,1
paisa decir cuarentena gonorrea ome,1,0,0
usuario fico nisiqueír capaz poner alcalde amado medellín ome gonorrea omeee,1,0,0
periodista argentino decir gonorrea contacto colombiano,1,0,0
aquí ver pinte estuque pintar dos piso laprincesaestasiendoproductivagonorreas url,1,0,0
gonorrea ñro jaja punto llegado sociedad,1,0,0
aquí ver estuque pintar dos piso laprincesaestasiendoproductivagonorreas url,1,0,0
usuario usuario aqui polombio copiar enseñansa contratar gonorrea,1,0,0
usuario usuario amar maaal ay extraño nn gonorrea próximo vacación mor,1,0,0
usuario be auahjaja gonorrea,1,0,0
paisa decir ovni platillo volador ome gonorrea ome,1,0,0
man valer verga importante aquí gonorrea hermana,1,0,0
ay gonorrea formar chúpame culo ahora si emoji cara llorar risa emoji emoji cara llorar risa emoji,1,0,0
usuario mucho gonorrea vecino emoji cara cabreado emoji,1,0,0
maldito punto frustración consumir gonorrea pana,1,0,0
usuario bueno cierto insistir gonorrea hermana emoji cara sudor frío emoji emoji cara sudor frío emoji,1,0,0
malparido gamina,1,0,1
usuario usuario jaja lengua azote culo uribistas gonorrea,1,0,0
usuario ciertooo gonorrea,1,0,0
usuario gonorrea 352 emoji cara loco emoji,1,0,0
usuario jaja locuraaa,1,0,0
gonorrea si último jugada terminar rojo,1,0,0
usuario si verdad puta mo culpar malnacido uno gonorrea,1,0,0
gonorrea parce,1,0,0
usuario malparido fastidiós,1,0,1
usuario usuario gonorrea conocer enfermedad venérea clásico jerga país colombiano,1,0,0
palabra definir chiquita ridiculaaa jaja emoji corazón rojo emoji,1,0,1
existir gente bobo hpta gonorrea matar gente joyita emoji cara enfadado emoji,1,0,0
usuario decir gonorrea,1,0,0
usuario querer jijueputa gbnole buscar mozo loca malparido vago mugrós ñero,1,0,1
usuario leer jijueputa gonorrea,1,0,0
parcir chico inter plaza man maltratar perrito gonorrea si hijo maltratarían,1,0,0
usuario vez gonorrea,1,0,0
usuario ridicular mujer desconsiderado,1,0,1
ojalá bobo hijueputa llegar jeta usuario sólo mascota gustar malparido emoji dedo corazón hacia arriba tono piel medio emoji,1,0,1
usuario novio pegar imagino doble moral sos víctima malparido,1,0,1
usuario gue gonorrea aya justicia cárcel vandido,1,0,0
machismo hacer persona aún desagradable gonorrea mujeres aplicar gusto,1,0,0
empiezo tomar guaro gonorrea jagir,1,0,0
alguno familiar gonorrea bien emoji cara llorar risa emoji,1,0,0
vivo guaracha gonorreass,1,0,0
jaja gonorrea re consentido,1,0,0
usuario ver varios anotar good omens gonorrea omens mad george bien,1,0,0
marica gonorrea decir jaja risaaa peor conocer jajak,1,0,0
charro tuiteir cosa lindo ver si ver fácil mal interpretar hashtag gonorrea,1,0,0
usuario grandísimo malparido ojalá poner cabeza ascensor cerrar mkna,1,0,1
usuario malparido hija puto,1,0,1
falto pues gonorrea bueno fragmento escuchar desastre,1,0,0
uy gonorrea hacer tiempo levantar así,1,0,0
chino 60 hp producir pandemio gonorrea,1,0,0
gonorreas merecer covid19 miserable vida,1,0,0
jaja niche romper url,1,1,0
hacer 80 mil trabajo gonorrea,1,0,0
uy dios profesora gonorrea fafys emoji caro enfadado emoji,1,0,0
usuario sentir,1,0,0
gonorrea soñar dólar bajar,1,0,0
fastidio gonorrea conocer,1,0,0
quieto quieto gonorrea,1,0,0
qulir calor perra hijueputa,1,0,1
covid19 importante seguir mantener distancia gonorrea,1,0,0
serio piroba mando,1,0,1
gonorrea hombres peliar,1,0,0
hora 20 chino cara gil querer ver yo cara pasado gonorrea muchacha,1,0,0
odio exceso gente avar aventajado gonorrea persona odio ser tanto confiado emoji cara cabreado emoji impotencia tanto perra,1,0,0
gonorrea corazón emoji cara llorar risa emoji,1,0,0
usuario pasar petro gonorreaome xd,1,0,0
gonorrea parchís,1,0,0
parcir cucho ver re tierno gonorreas,1,0,0
profesor derecho informático dar clase tanga pereza mejor gonorrea hp,1,0,0
usuario peye temática cristiano man vendrio ser templario,1,0,0
coronavirus importante seguir mantener distancia gonorrea hpta,1,0,0
usuario usuario usuario jaja deje él pendejada viejo ladrona corrupto mierda,1,0,1
usuario igual jugado tocar comprar él xd igual si ver re melo,1,0,0
usuario usuario usuario bueno ahora chupar gonorreas marrano llegar noche buenamalrios,1,0,0
hermana super clasista asco dar piroba olvidar dónde venir parfavar,1,0,1
decir mal gonorrea emoji cara boca emoji,1,0,0
mucho petardaaahdp,1,0,1
gonorrea momento tristeza peor enemigo consumar menos rrr puto mierdo,1,0,0
llegar nivel hijueputa mamá envíar cringe whatsapp gonorrea,1,0,0
mucho gonorrea emoji cara enfadado emoji emoji cara enfadado emoji,1,0,0
gonorrea partir alma adulto mayor pedir comida emoji corazón roto emoji,1,0,0
procrastinar hacer aseo todo pinche casa todo 105 m2 gonorrea,1,0,0
nivel 8 maldad jaja usuario nazca niche,1,1,0
zancudo gonorrea tiple hpta,1,0,0
gonorreaaa jaja emoji cara revolver él risa emoji emoji cara revolver él risa emoji emoji cara revolver él risa emoji,1,0,0
gonorrea quitar duquecito pa poner yo propaganda partido escribir coronavirus covid,1,0,0
saber costado dejar comer dulce gonorrea ansiedad volver loco,1,0,0
dos profesor gonorreas semestre hacer parcial corte rosa emoji cara gritar miedo emoji emoji cara gritar miedo emoji emoji cara gritar miedo emoji,1,0,0
jaja asi ridiculo veia jaja,1,0,1
usuario usuario catre hijueputa gonorrea,1,0,0
uy si gonorrea,1,0,0
usuario usuario usuario hola gonorrea,1,0,0
jaja gonorrea emoji caro sonreir ojo cerrado emoji,1,0,0
usuario pensar igual santería niche,1,1,0
usuario listo gonorrea emoji cara asombrado emoji emoji dedo corazón hacia arriba tono piel oscuro emoji emoji dedo corazón hacia arriba tono piel oscuro emoji,1,0,0
gonorrea jaja emoji persona mano frente tono piel claro emoji,1,0,0
usuario usuario tiempo horrible jajaese dairin crack maldini pobre hpta lado niche,1,1,0
usuario usuario jaja ay gonorreas querer dejar morir jaja,1,0,0
jaja gonorrea revelación parce,1,0,0
bueno covid19 menos tapaboca ver tanto cumbanbona gonorrea barbilla rojo,1,0,0
familia ex gonorrea yo,1,0,0
usuario jaja mor si,1,0,0
usuario si tramadora malparido,1,0,1
usuario usuario cómo decir malparido,1,0,1
ofender ps solo porq decir gonorrea triple hp,1,0,0
usuario usuario ay gonorrea jaja,1,0,0
gonorrea gente emoji caro ansiedad sudor emoji,1,0,0
usuario usuario usuario mucho gonorrea jaja si buen hacer él emoji cara pensativo emoji,1,0,0
gonorrea hacer fiesta música alto gente pegar él emoji cara llorar risa emoji,1,0,0
indirecto jaja simplemente aprendizaje dejar estrellado tanto gonorrea pagar jaja,1,0,0
comentar decir amor amor marica siento ridiculo digooo,1,0,1
gonorrea universidad,1,0,0
usuario usuario usuario ridicular,1,0,1
usuario ey gonorreaaa hora poner él pensar vida jaja emoji cara grogui emoji,1,0,0
ojalá hoy sueño lindo gonorrea ex,1,0,0
usuario mucho gonorrea debuén,1,0,0
marica falta amor propio coman mierda gonorreas,1,0,0
usuario usuario jaja mor defiendame gonorreaaa,1,0,0
usuario usuario gonorrea jaja loco,1,0,0
yono gonorrea,1,0,0
usuario gonorrea emoji cara cabreado emoji,1,0,0
hacer ilusión así gonorreas fa,1,0,0
enseñar decir gonorrea,1,0,0
deber poner hijo alguien tuuu malparido,1,0,1
gonorrea solo gente ciudad jaja,1,0,0
quién gonorrea ati salir,1,0,0
jaja gonorrea risa emoji cara llorar risa emoji emoji cara llorar risa emoji emoji cara llorar risa emoji,1,0,0
gonorrea juego minecraft tanto sencillo tanto adictivo jaja niño rata,1,0,0
usuario usuario usuario empezar dar usted maldito perra gran puta,1,0,1
bueno gonorrea tener ver cosa borrar jaja,1,0,0
usuario si man continuado quedar solo hp árbol bogotaque gonorrea,1,0,0
usuario usuario usuario malparido viejo zisañera,1,0,1
gonorreaaa emoji cara llorar fuerte emoji emoji cara llorar fuerte emoji emoji cara llorar fuerte emoji,1,0,0
ahhh gonorrea tann hermmosso,1,0,0
usuario usuario usuario usuario petardar usted zombie url,1,0,1
usuario usuario útil deber ser conocer semejante gonorrea,1,0,0
usuario usuario usuario jaja tanto hp asesinar paramilitar bloqueado malparido,1,0,1
hijueputa graxias mela chupar gonorrea malgenio jaja,1,0,0
hacer match uno nena gonorreaxd,1,0,0
usuario viejo bobo jijueputo si hacer masturbese malparido así entretener,1,0,1
todo semana dicho acento colombiano chimba supuesto gonorreas emoji pintar él uña emoji,1,0,0
gonorrea gen brasileño palabra,1,0,0
acordar cardozo decir hechar él acetaminofén gran niche jaja,1,1,0
decir gonorrea salvar sífilis url,1,0,0
bala gonorrea,1,0,0
usuario capítulo gonorrea emoji caro desanimado emoji,1,0,0
usuario usuario usuario mutuo persona causar repulsión fastidio piroba necesitado atención ridículo,1,0,1
llorar gonorreaaa emoji cara llorar fuerte emoji,1,0,0
vándalo hijo puto precisar cerca barrio gonorrea,1,0,0
ladrona corrupto sinverguenzo pena costo renunciar,1,0,1
pirobar ahora ir venir dar clase rap hacer año decia música ñera,1,0,1
usuario solo decir gonorrea jaja,1,0,0
usuario jaja diablo señorito emoji tono piel claro emoji,1,0,0
extrañar gonorrea,1,0,0
mejor dar cuenta importo decir gonorrea ver,1,0,0
usuario usuario usuario usuario jaja malparido hp home,1,0,1
usuario usuario bandido ud bandido cara nomo,1,0,1
gonorrea corazón emoji cara llorar fuerte emoji entender si dios poder ayuda quitar verdad necesitar,1,0,0
dizquir viaje angeles londres piroba hijueputa,1,0,1
usuario puto cabeza gonorrea,1,0,0
esperar enterar hpta deseandome mal gonorrea,1,0,0
usuario usuario usuario usuario ver sabia dos feo nea gonorrea,1,0,0
gonorrea emoji cara cejo alzado emoji,1,0,0
usuario jaja gente si gonorrea sistema hacer zar cruzar favorito primero,1,0,0
usuario titania lesbofeminista,1,0,1
oir perra malparido hacer mencionar él ánimo emoji cara enfadado emoji,1,0,1
usuario acabar ver pensar mismo gonorrea,1,0,0
ser tanto hijueputa publicar oferta empleo falso tanto gonorrea jugar necesidad persona,1,0,0
publicar oferta empleo falso tanto gonorrea jugar necesidad persona,1,0,0
jodaaa rabiar tanto malparido,1,0,0
suerte gonorrea,1,0,0
usuario uy gonorrea menos mal pasado,1,0,0
creer dar contar solo buscar rato gonorrea,1,0,0
usuario brisa horno caliente malparido emoji caro ansiedad sudor emoji,1,0,0
mañana festivo ir asado pola gonorrea emoji caro sonreir gafa sol emoji,1,0,0
ver acaaa alguien ayudar dar él regalito chevere papá día bday emoji caro decepcionado emoji malparido cuarentena detestooo,1,0,0
socio 12 hora trabajar jaja gonorrea,1,0,0
nostalgia tanto gonorrea escuchar música lisandro meza,1,0,0
parce decir nooo ver foto enamorar vez quegonorreo,1,0,0
re gonorreaaas,1,0,0
usuario si feminista trans excluyente firmar comunicado hecho juzgues doble rasero,1,0,1
usuario peor gonorrea trepador,1,0,0
malparido emoji cara cabreado emoji emoji corazón roto emoji,1,0,0
usuario usuario ridicular violar ko cuarentena,1,0,1
si encontrar hacer gonorrea,1,0,0
saber ir volver gonorreayo bebé emoji cara sonreir corazón emoji,1,0,0
usuario nooo gonorreaaa superooo,1,0,0
gonorrea cuánto esperar 1 mayo festivo viernes poder él ir fiesta jueves ver,1,0,0
gonorrea sentir él así fastidio pa mundo visaje,1,0,0
usuario usuario jaja traquea gonorrea,1,0,0
aygonorreo,1,0,0
usuario fuck you men gonorreajaja,1,0,0
nunca ver cuarto película shrek decepción tanto gonorrea jaja,1,0,0
pobre mamá solo saber hp malparido impotencia deber sentir,1,0,0
imaginar ser tanto inútil saber preparar huevo duro gonorrea venir mundo sentir tanto bruto,1,0,0
jueputo vidaaa cómo así mañana festivo gonorreaaa acá marico hacer trabajo mañana hppp,1,0,0
persona poner bocona ardido ir mal vida malparido,1,0,0
gonorrea parce morir tío sentir así,1,0,0
creer shock malparido desagradecido,1,0,1
calor gonorrea hacer cali hoy,1,0,0
cul gana llorar perra malparidas,1,0,0
gonorrea ex profesor declarar,1,0,0
gonorrea pensar edad ir conocer primero amor vida jaja,1,0,0
6 am apenas dormirar gonorrea,1,0,0
ridicular,1,0,1
ridicular aprendido pandemia puro show,1,0,1
usuario obvio pedofilia gonorrea,1,0,0
usuario jaja gonorrea jajakakak,1,0,0
usuario jaja ir ps emoji cara llorar risa emoji,1,0,0
usuario jaja gonorrea gracias mk,1,0,0
usuario coma monda malparido,1,0,0
sal tanto malparido deber cargar hijo diomed,1,0,0
odio resto síntoma premestrual querer quitar yo cara cadero boca gonorreo,1,0,0
usuario mucho comodidad descontar pensar retirar gonorrea,1,0,0
volvi ser niña 16 año despechado gonorrea,1,0,0
mija sumercé si cuidar sexualmentesi papáy gonorreapapá dejar paz noviojaja,1,0,0
conjugar verbo tambien ome gonorrea,1,0,0
mamá acabar llamar decir yo quedar empleo2020 gonorrea yo pana,1,0,0
usuario viejo gonorrea,1,0,0
usuario faltar aprender ser hpta,1,0,0
gonorrea novio tape cara todo foto video hjaja,1,0,0
ahhh malparido alergia carechimbaaa,1,0,0
gran malparido vida ridículo,1,0,0
usuario ami gonorrea papá dizcar ah hacer falta orejón ah papi hola aquí jaja,1,0,0
dejar enviar foto tws gente twitter si si querer ver creer unito gracias gonorreas,1,0,0
hoy 10 pm canal rcn vendedoro rosas fuck you men gonorrea,1,0,0
gonorrea día tanto aburridor,1,0,0
hoy volver buscar yo llorar arrepentido pedir rodilla querer volver llegaste tarde sufres bandida emoji nota musical emoji emoji notar musical emoji emoji nota musical emoji emoji notar musical emoji,1,0,1
malparidano tolerar,1,0,1
claro culpa negro jaja,1,1,0
499 nuevo caso gonorrea,1,0,0
fav si querer batido vegano semen rt si gonorrea nea,1,0,0
hacer año empezar trabajar clínico primero semana gonorrea,1,0,0
usuario jajaridicula,1,0,1
usuario usuario usuario tanto chiste asegurar abogado rata ladrona,1,0,1
llorar todo noche parce gonorrea,1,0,0
jaja gonorrea tanto descarado jaja gtlt,1,0,0
solo decir dos palabra perra hijueputa,1,0,1
usuario si ir censurar vendedora rosas mejor dar gonorrea ome gonorrea emoji cara cabreado emoji,1,0,0
usuario parcir gonorrea tanto depravado,1,0,0
gonorreaaa tomado haha,1,0,0
confirmar fav si ver vendedora rosa ome gonorrea ome,1,0,0
usuario ir gonorrea ome tirar one gonorrea,1,0,0
corona virus importante seguir mantener distancia gonorreas hpt,1,0,0
usuario gonorreas ome,1,0,0
colombia palabra gonorrea verbo to be,1,0,0
gonorrea ver hacer siempre fracasar,1,0,0
rcn pasar vendedora rosa censurar grosería hp mierda pasar pirobos malparido gonorrea emoji cara llorar risa emoji emoji cara llorar risa emoji emoji cara llorar risa emoji,1,0,0
ojo gonorrea usuario mandar cerrar cuenta jaja,1,0,0
usuario usuario igual dijiste uribe gonorrea ver jaja,1,0,0
usuario uyyy gonorrea mechoneado,1,0,0
usuario ojalá gonorrea,1,0,0
usuario mk gonorreame ir tocar borrar él jaja salir emoji tono piel claro medio emoji emoji cara grogui emoji emoji cara llorar emoji,1,0,0
imposible ver yo vendedora rosas terminar hablar así ome gonorrea ome,1,0,0
chismear ultimo foto evaluna marcar pezón parce gente vez gonorrea,1,0,0
gonorrea hacer trabajo morir sueño ahora echao quitar,1,0,0
vez querer alguien ignorar querer hacer tanto gonorrea hijueputa,1,0,0
jaja dizque yopal enserio jaja gonorrea hacer,1,0,0
usuario si sensación gonorrea,1,0,0
realmente gente volver gonorrea emoji cara símbolo boca emoji,1,0,0
negro hpta emoji dedo corazón hacia arriba tono piel claro medio emoji,1,1,0
usuario usuario mismo gonorrea conjunto llamar así gente,1,0,0
vaca ladrona,1,0,1
ay gonorreaaa mooorrr aziii emoji cara sonreir ojo corazón emoji emoji cara sonreir ojo corazón emoji emoji cara sonreir ojo corazón emoji,1,0,0
extrañé fuck you men gonorrea emoji cara llorar fuerte emoji,1,0,0
nooo gonorreaa,1,0,0
malparir vida tal robar alguien conseguir plata seguro hijo querido familia,1,0,0
pereza gonorreaaa hp,1,0,0
mal emoji cara sonreir superioridad emoji emoji cara desaprobación emoji ir home gonorrea emoji cara revolver él risa emoji emoji cara llorar risa emoji emoji cara revolver él risa emoji emoji cara llorar risa emoji emoji cara revolver él risa emoji emoji cara llorar risa emoji emoji cara revolver él risa emoji emoji cara llorar risa emoji,1,0,0
odio negro emoji cara resoplar emoji emoji cara llorar fuerte emoji,1,1,0
parcir tanto flaco emoji cara llorar risa emoji gonorrea url,1,0,0
usuario usuario usuario lamben ladrona criminal venir usted pagueme recibo bobos hp,1,0,1
gsssuuus viaje ver uno gafa vr videos synthwave 360 gonorrea mundo literalmente,1,0,0
narcoparadictadurauribestia asesinar ladronacolombiabajodictadura duquerenunciar,1,0,1
si gonorrea palabra decente groseer,1,0,0
ladrona lápiz color url,1,0,1
gonorrea nadie saber infierno nadie,1,0,0
usuario ridiculaaa payasaaa,1,0,1
bien creer si hijo ir ser joyita bien gonorreas jaja,1,0,0
usuario ocurrir frase alma película home gonorrea,1,0,0
trepar él peralte gonorrea emoji mano levantado celebrar tono piel oscuro medio emoji url,1,0,0
usuario jaja entender mierda jaja tocar buscar él ver él lado fokiu meeen gonorreaaa,1,0,0
buen día odio malparido vida,1,0,0
usuario tal guerrillero triple hija puto respetar malparido perra,1,0,0
usuario gonorrea tirar referente negro casa negro campo django genialidad manchado,1,0,0
gonorrea hpta persona así dar gana levantar él traques,1,0,0
usuario gonorrea calificar político usuario honoris causa,1,0,0
karma todo malparido empresa usuario usuario emoji cara enfadado emoji emoji cara enfadado emoji emoji cara enfadado emoji,1,0,0
19 gonorrea así ciencia comprobar edad irresponsabilidad emocional url,1,0,0
usuario jejeje,1,0,0
asco mujer bien niche,1,1,0
obvio paisa personalidad chimba importar decir gonorrea ome gonorrea,1,0,0
usuario gonorrea jajaaj,1,0,0
anoche rcn pasar vendedoro rosa silenciar ir ome gonorrea emoji cara llorar fuerte emoji óseo perder gracia emoji carar ojo blanco emoji,1,0,0
gonorrea mejor amiga mando sopaqué,1,0,0
anoche ome gonorrea ome,1,0,0
gonorrea situacion,1,0,0
marica anoche confirmé hablar gonorrea fastidio,1,0,0
usuario gonorrea daño 24 óme gonorrea ómeestá hpta meter gancho ciego si locaa,1,0,0
usuario re re re re re re re re re re feliz decir re re gonorrea toleres re,1,0,0
piroba deber hacer tiktok,1,0,1
as ladrona,1,0,1
usuario jaja ahí ta ps,1,0,0
usuario jaja ojo ver emoji cara llorar risa emoji,1,0,0
sos mejor poder pasar gonorrea consideres mismo,1,0,0
usuario nombe acá hacer emoji cara llorar risa emoji,1,0,0
usuario treeeintaaa emoji caro revolver él risa emoji gonorrea mk tomar mitad quedar leeestaaa,1,0,0
usuario jagir porquería emoji tono piel claro emoji,1,0,0
usuario 3 gonorreas,1,0,0
usuario gonorrea gobernante engendro edtis 60 hps,1,0,0
deber matar gonorrea,1,0,0
gonorreases preferible emitir mierda,1,0,0
usuario usuario petardo,1,0,1
asco tanto doble gonorrea malparidos,1,0,0
inventar cuento gonorrea jaja mero caja,1,0,0
tanto sentimiento encontrado tristeza ira desamor odio gonorrea,1,0,0
gonorrea gana encerrar yo estudio grabar,1,0,0
usuario jajasjajadjdjsuxjsjsb gonorrea vez pasar bob esponjar trabado,1,0,0
osea gonorrea tin sorprender,1,0,0
sueño vida gonorrea emoji caro sonreir ojo corazón emoji emoji fuego emoji emoji cara calor emoji,1,0,0
usuario usuario usuario usuario usuario dejar hablar monda si usted vivir aquí viejo triple hp,1,0,1
gonorrea ahora si sentir re gordo,1,0,0
usuario santiagonorrea santiagonorreíta,1,0,0
usuario jaja gonorrea mal agradecido hacer cambio,1,0,0
apenas entrar twitter ver problema mattelso sólo decir gonorrea tela manejar negocio,1,0,0
usuario ladrona,1,0,1
usuario comprar,1,0,0
ay gonorrea url,1,0,0
usuario nombe llevar 25 apenas ir pasar pa jose cuervo,1,0,0
usuario jaja conocer ver emoji cara mano boca emoji,1,0,0
gonorreaaa saber cómo capaz ver video niño animalito sufrir,1,0,0
usuario usuario cha gonorrea,1,0,0
mk gonorrea hacer sentir bien,1,0,0
vida tanto gonorreamente lindo pa pasar encerrado hpta viru nadie poder controlar gas gente verdad,1,0,0
siganme mas consejo gonorrea jaja chepitos emoji corazón amarillo emoji url,1,0,0
madre ses grosero gonorrea metido,1,0,0
madre grosero gonorreas metido,1,0,0
niche robar muerto emoji cara llorar risa emoji emoji cara llorar risa emoji,1,1,0
usuario imaginar pase ataque hpta amigo ayudar gonorrea verdad,1,0,0
usuario andaaa,1,0,0
gonorrea cambio humor poder generar alguien emoji cara ceño ligeramente fruncido emoji emoji copa brindar emoji,1,0,0
definitivamente ser gonorrea mundo,1,0,0
amixes coser día gonorrea amar look emoji cara sonreir estrella emoji emoji cara sonreir estrella emoji emoji cara sonreir estrella emoji,1,0,0
tóxico gonorreas xd,1,0,0
usuario jaja culpar cuarentena fallar,1,0,0
usuario jaja curá dejatir vaina,1,0,0
usuario usuario usuario ir bajar gonorrea jaja,1,0,0
usuario gonorreaaa ver justo dormir jueputa,1,0,0
acabl ver hpta pelicula miedo escuchar ma escalera edificio alguien jugar pelota gonorreaaa,1,0,0
pensar hora noche gonorrea,1,0,0
decir aquí madrugar ir hacer fila súper mercado coronavirus odio gonorrea,1,0,0
acabar caer cuenta parecer cristiano evangelizadoro foto perfil gonorrea,1,0,0
gonorrea compartir campus gente así,1,0,0
emoji cara boca abierto emoji uy nea querer decir quién parecer gas gonorrea,1,0,0
usuario decir primero,1,0,0
casi mitad año gonorrea emoji caro estornudar emoji,1,0,0
nuevo modalidad atraco callejeroel celu toso gonorrea,1,0,0
uf gonorrea hoy querer levantar yo uu,1,0,0
familiar visitar casa entrenar gonorrea jaja url,1,0,0
usuario resultar epidemiologa loca piroba,1,0,1
usuario gonorrea hamponcito,1,0,0
usuario gonorrea pues tocar convivir gente así,1,0,0
usuario usuario jaja auyido recontrahijodeputa gusto demala gonorrea,1,0,0
si poder decir hola amor cómo gonorrea mismo persona mejor querer emoji cara pensativo emoji emoji caro pedir silencio emoji,1,0,0
pava tanto tetramalparido hacer dios,1,0,0
usuario jaja gonorrea mas gonorrea dos activo emoji cara sonreir sudor frío emoji mas facil hacer oral claven emoji cara sonreir gafa sol emoji,1,0,0
noticia siempre indicar bello antioquia indisciplinado decir gonorreas región,1,0,0
junto aguacate mitad corazón gonorrea,1,0,0
pa buen noticia gonorrea,1,0,0
ay vez piroba pample todo crecida despeguela mor emoji carar ojo blanco emoji emoji carar ojo blanco emoji,1,0,1
usuario gonorrea mk,1,0,0
gonorrea enterarme hijueputa familio tanto hipócrita siempre saber emoji cara resoplar emoji emoji cara resoplar emoji menos mal ver allá gonorreas,1,0,0
